code,term
698717006,Preterm spontaneous labor with term delivery
698791008,Fetal or neonatal effect of malpresentation during labor
698795004,Fetal or neonatal effect of malpresentation during delivery
699240001,Combined intrauterine and ovarian pregnancy
699949009,Retained placenta due to morbidly adherent placenta
699999008,Obstetrical version with extraction
700000006,Vaginal delivery of fetus
700041001,Induced termination of pregnancy under unsafe conditions
700442004,Ultrasonography of fetal ductus venosus
70112005,Stillbirth of mature female (2500 gms. or more)
702452007,Quadruplet birth
702453002,Quintuplet birth
702454008,Sextuplet birth
702736005,Supervision of high risk pregnancy with history of previous cesarean section
702737001,Supervision of high risk pregnancy with history of gestational diabetes mellitus
702738006,Supervision of high risk pregnancy
702739003,Supervision of high risk pregnancy with history of previous molar pregnancy
702740001,Supervision of high risk pregnancy with history of previous precipitate labor
702741002,Supervision of high risk pregnancy for multigravida
702742009,Supervision of high risk pregnancy for social problem
702743004,Supervision of high risk pregnancy for multigravida age 15 years or younger
702744005,Supervision of high risk pregnancy for primigravida age 15 years or younger
702985005,Ultrasonography of fetal shunt
707089008,Genital tract infection in puerperium
707207004,Incomplete induced termination of pregnancy
707849001,Selective destruction of fetus using ultrasonographic guidance
709004006,Emergency lower segment cesarean section with inverted T incision
709201008,Compression suturing of uterus for atonic postpartum hemorrhage
70964000,Postparturient hemoglobinuria
710165007,Ultrasonography of fetal head
710911000000102,Infant feeding antenatal checklist completed
71096001,Inversion of uterine contraction
71166009,Forceps delivery with rotation of fetal head
712653003,Delivery by cesarean section for footling breech presentation
712654009,Delivery by cesarean section for breech presentation
712655005,Delivery by cesarean section for flexed breech presentation
712853001,Antenatal screening for viral hepatitis type B
712871008,Antenatal thalassemia screening
713202001,Antepartum stillbirth
713232009,Prolonged second stage of labor due to poor maternal effort
713233004,Supervision of high risk pregnancy with history of previous neonatal death
713234005,Supervision of high risk pregnancy with history of previous intrauterine death
713235006,Supervision of high risk pregnancy with history of previous antepartum hemorrhage
713237003,Supervision of high risk pregnancy with history of previous big baby
713238008,Supervision of high risk pregnancy with history of previous abnormal baby
713239000,Supervision of high risk pregnancy with history of previous primary postpartum hemorrhage
713240003,Supervision of high risk pregnancy with poor obstetric history
713241004,Supervision of high risk pregnancy with history of previous fetal distress
713242006,Supervision of high risk pregnancy with poor reproductive history
713386003,Supervision of high risk pregnancy for maternal short stature
713387007,Supervision of high risk pregnancy with family history of diabetes mellitus
71355009,"Gestation period, 30 weeks"
713575004,Dizygotic twin pregnancy
713576003,Monozygotic twin pregnancy
714812005,Induced termination of pregnancy
715880002,Obstructed labor due to fetal abnormality
71612002,Postpartum uterine hypertrophy
716379000,Acute fatty liver of pregnancy
71639005,Galactorrhea associated with childbirth
717794008,Supervision of pregnancy with history of infertility
717795009,Supervision of pregnancy with history of insufficient antenatal care
717797001,Antenatal care of elderly primigravida
717800004,Antenatal screening for malformation
717801000,Antenatal screening for fetal growth retardation
717802007,Antenatal screening for isoimmunization
717809003,Immediate postpartum care
717810008,Routine postpartum follow-up
717816002,Infection of nipple associated with childbirth with attachment difficulty
717817006,Abscess of breast associated with childbirth with attachment difficulty
717818001,Nonpurulent mastitis associated with childbirth with attachment difficulty
717819009,Retraction of nipple associated with childbirth with attachment difficulty
717820003,Cracked nipple associated with childbirth with attachment difficulty
717959008,Cardiac complication of anesthesia during the puerperium
717960003,Central nervous system complication of anesthesia during the puerperium
718475004,Ultrasonography for amniotic fluid index
71874008,Benign essential hypertension complicating AND/OR reason for care during childbirth
71901000,Congenital contracted pelvis
719051004,Quantity of postpartum maternal blood loss
71909003,Acute renal failure following molar AND/OR ectopic pregnancy
72022006,Essential hypertension in obstetric context
72059007,Destructive procedure on fetus to facilitate delivery
721022000,Complication of anesthesia during the puerperium
721177006,Injury complicating pregnancy
721567004,Primary malignant neoplasm of placenta
72161000119100,Antiphospholipid syndrome in pregnancy
72209007,Damage to vagina following molar AND/OR ectopic pregnancy
722570003,Fetal or neonatal effect of meconium passage during delivery
723541004,Disease of respiratory system complicating pregnancy
723665008,Vaginal bleeding complicating early pregnancy
724483001,Concern about body image related to pregnancy
724485008,Gestational proteinuria without hypertension
724486009,Venous complication of pregnancy
724488005,Preterm delivery following induction of labor
724489002,Preterm delivery following Cesarean section
724490006,Intrapartum hemorrhage co-occurrent and due to obstructed labor with uterine rupture
724496000,Postpartum hemorrhage co-occurrent and due to uterine rupture following obstructed labor
7245003,Fetal dystocia
72492007,Footling breech delivery
72543004,"Stillbirth of immature fetus, sex undetermined (500-999 gms.)"
72544005,"Gestation period, 25 weeks"
72613009,Miscarriage with oliguria
72771000119107,Postpartum episiotomy pain
72846000,"Gestation period, 14 weeks"
72892002,Normal pregnancy
73161006,Transverse lie
733142005,Sepsis following obstructed labor
73341009,Removal of ectopic fetus from ovary without oophorectomy
733839001,Postpartum acute renal failure
734275002,Delivery by outlet vacuum extraction
734276001,Delivery by mid-vacuum extraction
735490009,Genital tract infection due to and following molar pregnancy
735491008,Pelvic infection due to and following molar pregnancy
735492001,Obstructed labor due to shoulder dystocia
736018001,Elective upper segment cesarean section with bilateral tubal ligation
736020003,Emergency upper segment cesarean section with bilateral tubal ligation
736026009,Elective lower segment cesarean section with bilateral tubal ligation
736118004,Emergency lower segment cesarean section with bilateral tubal ligation
737318003,Delayed hemorrhage due to and following miscarriage
737320000,Delayed hemorrhage due to and following molar pregnancy
737321001,Excessive hemorrhage due to and following molar pregnancy
737322008,Delayed hemorrhage due to and following ectopic pregnancy
737323003,Excessive hemorrhage due to and following ectopic pregnancy
737324009,Embolism due to and following ectopic pregnancy
737325005,Embolism due to and following molar pregnancy
737326006,Physiological shock due to and following molar pregnancy
737327002,Renal failure following molar pregnancy
737329004,Damage to pelvic organs and tissues following ectopic pregnancy
737330009,Damage to pelvic organs and tissues following molar pregnancy
737331008,Disorder of vein following miscarriage
737332001,Disorder of vein following ectopic pregnancy
737333006,Disorder of vein following molar pregnancy
73837001,Failed attempted abortion with cardiac arrest AND/OR failure
739668007,Rupture of uterus due to obstetric procedure
73972002,Postpartum neurosis
74369005,Miscarriage with perforation of cervix
747731000000104,"Antenatal screening blood test for complete trisomy 21, complete trisomy 18 and complete trisomy 13 syndromes"
74952004,"Gestation period, 3 weeks"
74955002,Retraction of nipple associated with childbirth
749781000000109,Incomplete termination of pregnancy
75022004,Gestational diabetes mellitus class A1
7504005,Trauma to vulva during delivery
75697004,"Term birth of identical twins, both stillborn"
75928003,Pinard maneuver
75933004,Threatened abortion in second trimester
76012002,Fetal or neonatal effect of complication of labor and/or delivery
76037007,Rigid cervix uteri affecting pregnancy
762612009,Quadruplets with all four stillborn
762613004,Quintuplets with all five stillborn
762614005,Sextuplets with all six stillborn
765182005,Pre-eclampsia in puerperium
76658000,Perineal laceration involving labia
76771005,Parturient hemorrhage associated with hypofibrinogenemia
76843005,Tetanus complicating ectopic AND/OR molar pregnancy
76871004,Previous surgery to vagina affecting pregnancy
76889003,Failed attempted abortion with cerebral anoxia
7707000,"Gestation period, 32 weeks"
77186001,Failed attempted abortion with renal tubular necrosis
77259008,Prolonged second stage of labor
77376005,Gestational edema without hypertension
77386006,Pregnancy
77563000,Obstruction by bony pelvis
7768008,Failure of cervical dilation
77814006,Stillbirth of premature male (1000-2499 gms.)
77854008,Failed medical induction of labor
7809009,Miscarriage with laceration of uterus
7822001,Failed attempted abortion complicated by damage to pelvic organs AND/OR tissues
783731000000104,Infant feeding postnatal checklist completed
78381004,"Heart disease in mother complicating pregnancy, childbirth AND/OR puerperium"
78395001,"Gestation period, 33 weeks"
785341006,Intrapartum hemorrhage due to leiomyoma
785867009,Excessive hemorrhage due to and following induced termination of pregnancy
785868004,Secondary hemorrhage due to and following induced termination of pregnancy
7860005,Stillbirth of mature male (2500 gms. or more)
786067000,Intramural ectopic pregnancy of myometrium
78697003,Nonpurulent mastitis associated with childbirth
78808002,Essential hypertension complicating AND/OR reason for care during pregnancy
788120007,Antenatal depression
788180009,Lower uterine segment cesarean section
788290007,Hemangioma of skin in pregnancy
788728009,Hematoma of surgical wound following cesarean section
7888004,Term birth of newborn quadruplets
7910003,Miscarriage with salpingitis
79179003,Desultory labor
79255005,Mentum presentation of fetus
79333004,Damage to uterus following molar AND/OR ectopic pregnancy
79414005,Retraction ring dystocia
79586000,Tubal pregnancy
796731000000105,Extra-amniotic injection of abortifacient
796741000000101,Intra-amniotic injection of abortifacient
79748007,Maternal dystocia
79992004,"Gestation period, 12 weeks"
80113008,Complication of the puerperium
8014007,Brow presentation of fetus
80224003,Multiple gestation with one OR more fetal malpresentations
80487005,"Gestation period, 39 weeks"
8071005,Miscarriage with perforation of bowel
80722003,Surgical correction of inverted pregnant uterus
80818002,Previous surgery to perineum AND/OR vulva affecting pregnancy
80997009,Quintuplet pregnancy
81130000,Removal of intraligamentous ectopic pregnancy
81328008,Fundal dominance of uterine contraction
813541000000100,Pregnancy resulting from assisted conception
81521003,Failed attempted abortion with salpingitis
816148008,Disproportion between fetus and pelvis due to conjoined twins
81626002,Malignant hypertension in obstetric context
81677009,Lactation tetany
816966004,Augmentation of labor using oxytocin
816967008,Fetal distress due to augmentation of labor with oxytocin
816968003,Labor and birth support
816969006,Inefficient uterine activity with oxytocin augmentation
820947007,Third stage hemorrhage due to retention of placenta
82118009,"Gestation period, 2 weeks"
82153002,Miscarriage with pulmonary embolism
8218002,Chronic hypertension complicating AND/OR reason for care during childbirth
82661006,Abdominal pregnancy
82688001,Removal of ectopic fetus
82771000119102,Hypertension complicating pregnancy
82897000,"Spontaneous placental expulsion, Duncan mechanism"
83074005,Unplanned pregnancy
83094001,Perineal hematoma during delivery
83121003,"Term birth of fraternal twins, both stillborn"
83243004,Rigid pelvic floor affecting pregnancy
8333008,Term birth of newborn triplets
833332003,Incomplete amniotic membrane
83916000,Thrombophlebitis in puerperium
83922009,Miscarriage with parametritis
8393005,Tetanic contractions of uterus
84007008,Shock during AND/OR following labor AND/OR delivery
840448004,Cystic hygroma in fetus co-occurrent with hydrops
840625002,Gravid uterus at 12-16 weeks size
840626001,Gravid uterus at 16-20 weeks size
840627005,Gravid uterus at 20-24 weeks size
840628000,Gravid uterus at 24-28 weeks size
840629008,Gravid uterus at 28-32 weeks size
840630003,Gravid uterus at 32-34 weeks size
840631004,Gravid uterus at 34-36 weeks size
840632006,Gravid uterus at 36-38 weeks size
840633001,Gravid uterus at term size
84132007,"Gestation period, 35 weeks"
84195007,Classical cesarean section
84275009,Obstetrical hysterotomy
84382006,"Premature birth of fraternal twins, both stillborn"
8445003,Tumor of vulva affecting pregnancy
84457005,Spontaneous onset of labor
85039006,Postpartum amenorrhea-galactorrhea syndrome
85116003,Miscarriage in second trimester
85331004,Miscarriage with laceration of broad ligament
85403009,"Delivery, medical personnel present"
854611000000109,Medically induced evacuation of retained products of conception using prostaglandin
85467007,Miscarriage with perforation of bladder
855021000000107,Ultrasonography of multiple pregnancy
855031000000109,Doppler ultrasonography of multiple pregnancy
85548006,Episiotomy
85632001,Miscarriage with laceration of vagina
85796009,Afibrinogenemia following molar AND/OR ectopic pregnancy
858901000000108,Pregnancy of unknown location
85991008,Miscarriage with pelvic peritonitis
86041002,Pre-existing hypertension in obstetric context
860602007,Postpartum excision of uterus
860603002,Episiotomy wound
860676006,Amniotic fluid embolism due to and following molar pregnancy
860677002,Amniotic fluid embolism due to and following ectopic pregnancy
860678007,Blood clot embolism due to and following molar pregnancy
860679004,Blood clot embolism due to and following ectopic pregnancy
860680001,Pulmonary embolism due to and following ectopic pregnancy
860681002,Pulmonary embolism due to and following molar pregnancy
860682009,Septic embolism due to and following molar pregnancy
860683004,Septic embolism due to and following ectopic pregnancy
860686007,Fat embolism due to and following molar pregnancy
860687003,Fat embolism due to and following ectopic pregnancy
860688008,Air embolism due to and following molar pregnancy
860689000,Air embolism due to and following ectopic pregnancy
86081009,Herpes gestationis
861281000000109,Antenatal 22 week examination
861301000000105,Antenatal 25 week examination
861321000000101,Antenatal 31 week examination
86196005,Disorder of breast associated with childbirth
86356004,Unstable lie
863897005,Failed attempted termination of pregnancy complicated by acute necrosis of liver
86569001,Postpartum state
86599005,"Echography, scan B-mode for placental localization"
866229004,Trauma to urethra and bladder during delivery
866481000000104,Ultrasonography to determine estimated date of confinement
86709000,Pelvic peritonitis following molar AND/OR ectopic pregnancy
86801005,"Gestation period, 6 weeks"
86803008,Term birth of newborn quintuplets
86883006,"Gestation period, 23 weeks"
86974000,Ischiopubiotomy
87038002,Postpartum alopecia
871005,Contracted pelvis
87169001,Parametritis following molar AND/OR ectopic pregnancy
87178007,"Gestation period, 1 week"
87527008,Term pregnancy
87605005,Cornual pregnancy
8762007,Chronic hypertension in obstetric context
87621000,Hyperemesis gravidarum before end of 22 week gestation with dehydration
87662006,"Term birth of fraternal twins, both living"
87840008,Galactocele associated with childbirth
87967003,Miscarriage with perforation of vagina
879817000,Disproportion between fetus and pelvis due to fetal neoplasm
879819002,Disproportion between fetus and pelvis due to fetal sacral teratoma
88144003,Removal of ectopic interstitial uterine pregnancy requiring total hysterectomy
88178009,Puerperal peritonitis
88201000119101,Failure of cervical dilation due to primary uterine inertia
882371000000109,Postnatal listening visits offered
88362001,Removal of ectopic fetus from fallopian tube without salpingectomy
88387008,"Postpartum period, 7 days"
88697005,Papular dermatitis of pregnancy
8884000,Fetal ascites causing disproportion
88887003,Maternal hypotension syndrome
88895004,Fatigue during pregnancy
890096007,Pregnancy with implant contraceptive
89053004,Vaginal cesarean section
89346004,Delivery by Kielland rotation
893721000000103,Defibulation of vulva to facilitate delivery
89573004,Damage to broad ligament following molar AND/OR ectopic pregnancy
89672000,Retromammary mastitis associated with childbirth
89700002,Shoulder girdle dystocia
89849000,High forceps delivery
89934007,Crowning
90188009,Failed mechanical induction
90306000,Trial labor
90438006,Delivery by Malstrom's extraction
90532005,Central laceration during delivery
90629004,Needling of hydrocephalic head
90645002,Failed attempted abortion without complication
90797000,"Gestation period, 28 weeks"
90968009,Prolonged pregnancy
91162000,Necrosis of liver of pregnancy
9121000119106,Low back pain in pregnancy
91271004,Superfetation
91484005,Failure of induction of labor by oxytocic drugs
91948008,Asymptomatic human immunodeficiency virus infection in pregnancy
91957002,Back pain complicating pregnancy
921611000000101,Intrapartum stillbirth
9221009,Surgical treatment of septic abortion
925561000000100,Gestation less than 28 weeks
926336003,Rupture of uterus after labor
9279009,Extra-amniotic pregnancy
9293002,Atony of uterus
9297001,Uterus bicornis affecting pregnancy
931004,"Gestation period, 9 weeks"
9343003,Term birth of newborn female
9442009,Parturient hemorrhage associated with afibrinogenemia
94492000,Metastatic malignant neoplasm to placenta
94641000119109,Anxiety in pregnancy
95005005,Neoplasm of uncertain behavior of placenta
9516007,Salpingitis following molar AND/OR ectopic pregnancy
95605009,Hemolysis-elevated liver enzymes-low platelet count syndrome
95606005,Maternal drug exposure
95607001,Maternal drug use
9720009,Cicatrix of cervix affecting pregnancy
9724000,Repair of current obstetric laceration of uterus
9780006,Presentation of prolapsed arm of fetus
9899009,Ovarian pregnancy
9901000,Essential hypertension complicating AND/OR reason for care during puerperium
